Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	extinction_rate	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]
981	1	-319.7164	-192.2405	-127.4759	493810.2	0.009119552	3098.742	0.000359626	0.998192	0.999537	1.00046	1.00181	0.0069233	2973.968	2274.632	2293.737	2451.302	2522.443	2176.677	2399.45	2298.079	2279.076	2400.167
982	0	-322.2778	-192.2395	-130.0383	221860.6	0.1003491	3083.189	0.0003113852	0.997303	0.999309	1.00069	1.0027	0.1006479	2968.462	2246.885	2251.591	2439.738	2510.298	2130.645	2399.751	2341.276	2292.767	2411.8
983	1	-314.9556	-192.2394	-122.7162	163116.4	0.008513486	3061.008	0.0009678589	0.996854	0.999194	1.0008	1.00315	0.007640456	2956.041	2210.523	2256.631	2456.163	2502.329	2136.011	2403.314	2331.99	2339.895	2379.119
984	0	-339.958	-192.2394	-147.7186	646899.2	0.08742902	3047.517	0.0004587166	0.99842	0.999596	1.0004	1.00158	0.09270458	2970.461	2233.432	2347.337	2435.264	2542.507	2169.121	2390.892	2331.204	2348.197	2405.748
985	1	-327.488	-192.2401	-135.2479	827550.2	0.007968086	3013.179	0.0006939882	0.998603	0.999643	1.00036	1.0014	0.008662344	2951.66	2236.043	2276.479	2439.82	2505.875	2126.968	2407.457	2260.979	2333.387	2413.049
986	0	-330.8574	-192.2394	-138.618	244712	0.08754179	3033.966	0.0003158249	0.997432	0.999343	1.00066	1.00257	0.08714689	2974.602	2232.731	2290.485	2453.962	2519.829	2289.991	2393.314	2305.394	2340.662	2422.268
987	1	-331.8571	-192.2394	-139.6177	15865.42	0.006369874	3055.718	0.0007271439	0.989927	0.997404	1.00256	1.01011	0.009241554	2963.572	2238.768	2302.905	2429.818	2508.427	2131.702	2398.632	2312.252	2277.741	2378.117
988	0	-335.702	-192.2394	-143.4625	662712.9	0.08206244	3076.531	0.0004513822	0.998439	0.999601	1.0004	1.00156	0.08602163	2977.469	2272.65	2314.215	2458.939	2549.317	2210.802	2392.004	2326.871	2263.359	2388.913
989	1	-316.3565	-192.2394	-124.1171	730935.8	0.007271976	2987.906	0.0009588379	0.998514	0.99962	1.00038	1.00149	0.01039429	2951.694	2271.788	2332.236	2450.809	2503.3	2183.613	2404.883	2369.154	2262.184	2376.982
990	0	-317.3368	-192.228	-125.1089	205483.5	0.08528853	3084.745	0.0003041074	0.997197	0.999282	1.00071	1.00281	0.08856875	2974.366	2253.149	2277.634	2445.226	2505.968	2207.652	2405.498	2313.548	2256.225	2392.227
991	1	-317.4792	-192.2397	-125.2395	241531.4	0.00740913	3028.387	0.0007099572	0.997415	0.999338	1.00066	1.00259	0.01171596	2972.009	2242.203	2259.109	2427.107	2501.858	2312.91	2407.933	2331.824	2328.665	2413.188
992	0	-330.5892	-192.259	-138.3302	605902.5	0.09511294	3080.102	0.0005285354	0.998367	0.999582	1.00042	1.00163	0.08759341	2975.242	2259.042	2264.588	2435.342	2501.133	2233.833	2394.816	2305.869	2319.83	2394.659
993	1	-333.6883	-192.2596	-141.4287	219514.9	0.007788036	3012.544	0.0005419458	0.997288	0.999306	1.00069	1.00271	0.01156387	2974.092	2270.702	2338.428	2471.921	2520.268	2180.038	2400.218	2330.294	2335.311	2387.845
994	0	-321.6606	-192.3149	-129.3457	240005.1	0.09187492	3063.747	0.0003631097	0.997407	0.999336	1.00066	1.0026	0.08660485	2963.728	2216.745	2294.385	2428.834	2532.512	2290.245	2404.051	2318.243	2322.516	2380.195
995	1	-320.9674	-192.2318	-128.7356	784081.8	0.007618578	2989.813	0.0006665148	0.998565	0.999633	1.00037	1.00144	0.01015579	2955.501	2231.705	2338.937	2431.863	2503.453	2238.287	2393.267	2365.816	2333.258	2383.059
996	0	-326.5363	-192.2394	-134.2968	695585.8	0.08861953	3059.235	0.0004611779	0.998476	0.99961	1.00039	1.00152	0.0853171	2973.741	2254.656	2344.734	2463.76	2514.074	2194.903	2406.292	2268.947	2289.599	2414.536
997	1	-309.4009	-192.2396	-117.1613	451844.1	0.009522405	3038.115	0.001059626	0.99811	0.999516	1.00048	1.00189	0.01045109	2965.843	2210.338	2298.622	2467.19	2502.886	2316.057	2391.621	2306.509	2330.453	2420.883
998	0	-331.0157	-192.2394	-138.7763	928417.7	0.0786405	3068.224	0.000233542	0.998681	0.999663	1.00034	1.00132	0.08181918	2971.568	2271.255	2342.012	2473.38	2509.231	2179.26	2397.354	2364.256	2303.086	2423.501
999	1	-316.1918	-192.5694	-123.6224	759935.6	0.01019087	3031.58	0.000469797	0.998542	0.999627	1.00037	1.00146	0.009749113	2970.186	2252.437	2312.997	2443.597	2527.916	2280.209	2407.668	2354.604	2315.29	2387.018
1000	0	-328.8957	-192.2394	-136.6563	4039.929	0.08142837	3055.047	0.0004267481	0.980073	0.994822	1.00504	1.02007	0.08094723	2950.184	2223.733	2281.873	2453.47	2511.195	2162.203	2402.621	2354.089	2294.844	2420.515
1001	1	-323.2469	-192.2403	-131.0066	419480.4	0.009787311	3083.08	0.0007280603	0.998038	0.999498	1.0005	1.00196	0.0104275	2959.792	2214.015	2330.397	2468.83	2528.132	2301.084	2405.11	2316.117	2345.528	2393.2
1002	0	-328.9664	-192.2394	-136.7269	70454.32	0.07969063	3058.944	0.0003132347	0.995215	0.998773	1.00122	1.00479	0.07559738	2952.595	2271.476	2250.888	2435.812	2501.519	2134.68	2394.41	2348.425	2339.661	2376.074
1003	1	-316.842	-192.2394	-124.6026	261294.4	0.008818694	3066.379	0.001324129	0.997514	0.999364	1.00063	1.00249	0.009253221	2976.009	2242.055	2291.369	2454.977	2524.071	2307.824	2401.202	2317.42	2301.527	2407.334
1004	0	-327.3631	-192.2394	-135.1237	867834	0.07542094	3070.816	0.0004599882	0.998636	0.999651	1.00035	1.00136	0.07829277	2978.785	2266.78	2343.014	2426.78	2515.975	2188.318	2394.429	2337.068	2334.974	2403.59
1005	1	-327.6825	-192.2395	-135.443	819359.8	0.008076729	3032.399	0.000695127	0.998596	0.999641	1.00036	1.0014	0.009279853	2967.731	2220.152	2301.689	2452.011	2536.46	2174.377	2407.424	2281.49	2336.494	2415.834
1006	0	-328.5818	-192.2394	-136.3424	917192.4	0.07479026	3081.022	0.0004307557	0.998673	0.999661	1.00034	1.00133	0.07483905	2954.358	2272.053	2281.586	2427.076	2511.599	2195.802	2400.246	2272.761	2291.596	2381.834
1007	1	-331.0165	-192.7125	-138.304	487379.8	0.008176863	3097.802	0.0003797771	0.99818	0.999534	1.00046	1.00182	0.009928192	2955.883	2254.162	2316.543	2459.057	2519.658	2178.408	2404.154	2314.759	2342.752	2416.883
1008	0	-328.8255	-192.2396	-136.5859	200498.3	0.07303075	3016.455	0.0003399905	0.997163	0.999274	1.00072	1.00284	0.07217309	2959.012	2252.462	2338.214	2448.878	2533.962	2320.689	2393.371	2352.571	2295.253	2418.981
1009	1	-343.1937	-192.2394	-150.9542	477125.5	0.009227862	3089.605	0.0006050161	0.99816	0.999529	1.00047	1.00184	0.0100772	2976.544	2214.718	2308.853	2442.12	2505.075	2204.28	2400.233	2355.858	2270.005	2416.294
1010	0	-332.2028	-192.2395	-139.9634	964360.3	0.06988487	3088.825	0.000440232	0.998706	0.999669	1.00033	1.00129	0.06405933	2951.001	2247.172	2325.503	2464.995	2527.051	2279.056	2397.281	2306.067	2329.644	2424.358
1011	1	-334.0008	-192.2394	-141.7613	567295.7	0.01126216	3093.723	0.001142046	0.998313	0.999568	1.00043	1.00169	0.0120831	2966.6	2266.55	2333.305	2430.481	2513.914	2171.305	2396.623	2339.298	2325.75	2414.581
1012	0	-324.294	-192.2532	-132.0407	711904.8	0.06963563	3022.82	0.0004466163	0.998494	0.999615	1.00038	1.00151	0.06797232	2972.102	2250.918	2250.31	2460.709	2531.843	2140.429	2405.495	2304.499	2259.47	2424.988
1013	1	-318.9636	-192.2394	-126.7242	705638.3	0.01014825	2997.056	0.0009718218	0.998487	0.999613	1.00039	1.00151	0.01056267	2961.092	2245.779	2260.547	2441.988	2533.699	2149.491	2397.504	2267.49	2335.582	2396.131
1014	0	-334.3611	-192.2382	-142.1229	710290.2	0.06436568	3025.344	0.0003641016	0.998492	0.999614	1.00038	1.00151	0.0643981	2958.272	2270.922	2323.782	2430.531	2545.486	2189.163	2391.468	2273.826	2293.054	2391.226
1015	1	-315.1511	-192.2431	-122.908	977689	0.00796025	3027.754	0.0006186139	0.998715	0.999671	1.00033	1.00129	0.009795423	2962.315	2229.513	2308.522	2441.576	2542.598	2319.777	2398.936	2355.414	2336.494	2405.44
1016	0	-335.7405	-192.2394	-143.5011	821998.7	0.06427193	3017.916	0.0001773923	0.998598	0.999642	1.00036	1.0014	0.06689274	2963.008	2249.47	2343.316	2471.531	2525.352	2203.322	2404.129	2279.14	2333.406	2424.39
1017	1	-311.0288	-192.2394	-118.7893	533906.1	0.00713619	3003.386	0.0007113708	0.998261	0.999555	1.00044	1.00174	0.008637712	2977.219	2230.357	2326.797	2469.069	2541.141	2267.026	2407.261	2256.407	2331.437	2375.266
1018	0	-330.0478	-192.2397	-137.8082	890768.8	0.07115707	3046.153	0.000118124	0.998654	0.999656	1.00034	1.00135	0.07089902	2962.636	2256.38	2273.336	2435.023	2534.168	2135.205	2390.453	2335.637	2266.349	2378.519
1019	1	-327.3694	-192.2394	-135.13	98494.23	0.007421988	3042.344	0.0008990064	0.995953	0.998963	1.00103	1.00405	0.009061383	2967.46	2238.401	2291.34	2454.415	2518.987	2298.23	2402.529	2295.283	2253.982	2407.389
1020	0	-330.8949	-192.2394	-138.6554	783665.3	0.07194297	3024.611	0.0002933479	0.998564	0.999633	1.00037	1.00144	0.07188156	2952.573	2225.968	2314.723	2457.761	2506.423	2281.104	2405.162	2365.545	2316.923	2391.603
1021	1	-337.0996	-192.2394	-144.8601	831985.2	0.006956616	2982.172	0.0007276377	0.998607	0.999644	1.00036	1.00139	0.008884625	2960.231	2242.839	2274.566	2446.938	2541.952	2134.45	2403.096	2288.804	2321.471	2424.69
1022	0	-326.2574	-192.2394	-134.0179	366065.8	0.07734828	3027.009	0.0005417904	0.9979	0.999463	1.00054	1.0021	0.0752592	2960.931	2270.346	2338.392	2459.606	2538.881	2204.854	2404.147	2357.146	2336.823	2394.194
1023	1	-320.0074	-192.2394	-127.768	744770.6	0.007530077	2984.912	0.0008705985	0.998527	0.999623	1.00038	1.00147	0.01025416	2955.102	2237.601	2293.378	2442.121	2539.116	2129.176	2402.16	2261.097	2263.935	2416.681
1024	0	-331.761	-192.2394	-139.5216	957136	0.07150742	3034.422	0.000309263	0.998701	0.999668	1.00033	1.0013	0.07450444	2951.577	2220.351	2281.307	2441.451	2530.522	2164.653	2396.22	2268.036	2342.485	2416.651
1025	1	-316.3452	-192.2394	-124.1057	170561.5	0.008235474	3010.373	0.0006718988	0.996924	0.999212	1.00078	1.00308	0.009483137	2956.632	2213.709	2269.789	2468.676	2529.558	2190.335	2399.211	2317.028	2293.838	2416.395
1026	0	-333.6958	-192.2394	-141.4564	614292	0.08067892	3024.695	0.0002565068	0.998379	0.999585	1.00041	1.00162	0.08129093	2974.886	2250.613	2268.34	2446.255	2523.25	2149.497	2407.447	2361.641	2258.389	2402.034
1027	1	-320.0898	-192.2394	-127.8503	570866.5	0.008764917	3009.811	0.001033552	0.998318	0.99957	1.00043	1.00168	0.009953658	2979.279	2227.33	2324.102	2431.102	2531.78	2192.861	2404.329	2328.441	2296.846	2397.442
1028	0	-328.3212	-192.2394	-136.0817	842726.6	0.08480418	3028.699	0.0003865146	0.998616	0.999646	1.00035	1.00138	0.08113104	2973.361	2248.958	2317.479	2461.421	2525.365	2156.93	2409.114	2353.304	2261.925	2420.68
1029	1	-308.0695	-192.3818	-115.6877	595208.8	0.007768635	3015.78	0.0006768166	0.998353	0.999579	1.00042	1.00165	0.009655248	2972.744	2270.363	2330.546	2440.22	2501.131	2134.535	2403.935	2309.048	2252.222	2409.481
1030	0	-329.1754	-192.2394	-136.9359	232556.6	0.07578926	3031.351	0.0005919638	0.997365	0.999326	1.00067	1.00264	0.07910769	2970.171	2247.715	2280.42	2452.666	2522.291	2197.083	2408.28	2299.552	2326.891	2387.744
1031	1	-319.8702	-192.2394	-127.6308	707523.1	0.007480461	3042.778	0.0009161982	0.998489	0.999614	1.00039	1.00151	0.009339503	2960.122	2240.781	2314.98	2425.036	2527.893	2194.599	2390.961	2315.568	2269.111	2415.125
1032	0	-341.128	-192.2394	-148.8886	919001.6	0.07269848	3095.458	0.000143973	0.998674	0.999661	1.00034	1.00133	0.07300307	2976.144	2262.07	2281.1	2468.3	2536.001	2159.777	2407.867	2313.514	2300.69	2401.818
1033	1	-323.1222	-192.2394	-130.8827	597309.9	0.006653419	3065.834	0.0008199169	0.998356	0.999579	1.00042	1.00165	0.008843074	2953.328	2214.573	2297.707	2465.554	2505.771	2135.142	2392.845	2261.319	2269.03	2404.269
1034	0	-325.2179	-192.2393	-132.9786	841121.3	0.07081677	3072.373	0.0002873655	0.998614	0.999646	1.00035	1.00139	0.07279974	2954.361	2218.498	2273.044	2434.227	2527.888	2162.69	2396.61	2265.11	2254.738	2384.104
1035	1	-313.215	-192.2443	-120.9707	917490.9	0.006322409	3027.969	0.0005286733	0.998673	0.999661	1.00034	1.00133	0.007273555	2968.212	2243.958	2306.743	2434.969	2513.914	2126.761	2407.855	2331.793	2295.333	2378.8
1036	0	-328.8694	-192.1837	-136.6857	932886.4	0.07180783	3056.354	0.0001247728	0.998684	0.999664	1.00034	1.00132	0.06927559	2971.265	2224.881	2313.088	2454.533	2530.673	2323.869	2405.136	2326.165	2259.25	2410.792
1037	1	-326.3521	-192.2394	-134.1126	309526.3	0.006248957	3007.341	0.0006784849	0.997716	0.999416	1.00058	1.00229	0.006602452	2971.033	2240.723	2333.165	2462.611	2525.905	2137.632	2402.892	2364.104	2254.186	2412.263
1038	0	-331.3639	-192.2394	-139.1244	956476.6	0.07010522	3082.798	0.000236725	0.998701	0.999668	1.00033	1.0013	0.07345407	2963.611	2224.267	2348.128	2446.691	2508.74	2294.601	2403.559	2362.799	2303.1	2408.059
1039	1	-304.3544	-192.2396	-112.1147	520806.3	0.007324081	3058.133	0.0008693528	0.998239	0.99955	1.00045	1.00176	0.007685586	2966.086	2242.586	2259.947	2425.678	2529.811	2170.064	2405.011	2321.593	2328.787	2397.545
1040	0	-333.9035	-192.2394	-141.664	822823	0.07267297	3070.792	0.0002119614	0.998599	0.999642	1.00036	1.0014	0.07344294	2975.301	2239.28	2348.999	2470.252	2539.202	2183.684	2396.868	2361.676	2268.537	2382.87
1041	1	-310.6519	-192.2405	-118.4114	989972.9	0.00829032	3072.363	0.0005595155	0.998723	0.999673	1.00033	1.00128	0.008605993	2979.322	2244.027	2280.551	2456.281	2506.013	2151.625	2407.452	2295.918	2286.991	2391.437
1042	0	-336.6452	-192.2394	-144.4057	552850	0.07207957	3067.833	0.0003942238	0.998291	0.999563	1.00044	1.00171	0.06876437	2950.387	2237.149	2317.753	2443.121	2532.417	2317.774	2401.283	2332.481	2328.832	2386.613
1043	1	-310.0355	-192.2394	-117.7961	732600.1	0.009626341	3084.171	0.0007484816	0.998515	0.99962	1.00038	1.00149	0.009420309	2963.046	2222.953	2264.392	2472.112	2549.241	2191.964	2405.57	2338.482	2271.28	2422.297
1044	0	-329.6289	-192.2394	-137.3895	954183.2	0.06736835	3047.718	0.0004404151	0.998699	0.999667	1.00033	1.0013	0.07376457	2977.302	2270.227	2326.419	2438.004	2502.802	2148.098	2404.674	2288.215	2319.27	2392.451
1045	1	-320.3389	-192.3019	-128.0371	688131.1	0.01094385	3086.495	0.0003674367	0.998468	0.999608	1.00039	1.00153	0.008925059	2955.504	2273.228	2348.398	2433.195	2506.959	2150.811	2400.523	2269.74	2275.354	2412.97
1046	0	-340.9415	-192.2394	-148.702	582276.5	0.06204586	3087.224	0.0003579651	0.998335	0.999574	1.00042	1.00167	0.06461344	2960.39	2224.607	2349.308	2461.093	2535.367	2153.503	2404.388	2366.534	2266.532	2423.718
1047	1	-326.3125	-192.2394	-134.073	747562.5	0.00928269	3075.556	0.0006968415	0.99853	0.999624	1.00038	1.00147	0.009914268	2964.206	2263.057	2263.62	2443.458	2521.874	2173.338	2391.302	2308.116	2307.432	2404.815
1048	0	-330.5894	-192.3059	-138.2835	215084.1	0.06551499	3066.069	0.0005930031	0.997261	0.999299	1.0007	1.00274	0.06302201	2967.674	2263.38	2265.55	2471.531	2512.202	2139.316	2391.696	2252.634	2288.881	2405.506
1049	1	-320.2329	-192.2386	-127.9943	458724.6	0.01092011	2990.978	0.0007389302	0.998124	0.99952	1.00048	1.00188	0.009023063	2955.549	2265.45	2342.956	2466.598	2537.705	2178.65	2391.284	2311.133	2300.222	2391.411
1050	0	-332.1097	-192.2394	-139.8702	615936.4	0.06511735	3050.608	0.0002512954	0.998381	0.999586	1.00041	1.00162	0.0665227	2979.853	2260.036	2341.296	2447.927	2516.676	2183.91	2392.886	2288.038	2316.387	2378.884
1051	1	-329.07	-192.2394	-136.8305	26506.09	0.008437254	3069.615	0.001079485	0.992203	0.997995	1.00198	1.00782	0.008947225	2972.409	2235.612	2328.603	2442.363	2516.13	2130.058	2397.859	2335.589	2329.072	2388.538
1052	0	-335.3495	-192.2394	-143.1101	498225.8	0.06255973	3077.065	0.0003802188	0.9982	0.999539	1.00046	1.0018	0.06841478	2967.878	2272.782	2269.161	2471.156	2504.37	2155.973	2390.868	2357.161	2319.612	2423.366
1053	1	-314.5492	-192.2394	-122.3097	273611	0.008089703	2986.753	0.0007824517	0.997571	0.999378	1.00062	1.00243	0.007965367	2963.841	2256.193	2343.557	2466.483	2505.05	2154.569	2404.101	2282.27	2300.037	2375.779
1054	0	-333.262	-192.2394	-141.0225	850557.1	0.06095074	3017.849	0.0005148241	0.998622	0.999648	1.00035	1.00138	0.06047839	2954.491	2238.618	2288.851	2456.975	2503.825	2249.562	2395.986	2324.141	2341.391	2406.102
1055	1	-324.9208	-192.2394	-132.6814	628879.7	0.007256962	3071.826	0.0007626699	0.998398	0.99959	1.00041	1.0016	0.01127375	2967.442	2246.351	2276.411	2446.746	2522.027	2128.938	2391.887	2251.072	2338.913	2409.762
1056	0	-328.9049	-192.2394	-136.6654	559212.5	0.05754651	3046.037	0.000356778	0.998301	0.999565	1.00043	1.0017	0.05901882	2958.524	2224.572	2332.317	2461.613	2510.762	2185.089	2392.053	2359.462	2285.815	2394.206
1057	1	-323.5427	-192.2394	-131.3033	722828.2	0.006598529	3025.796	0.0004838447	0.998505	0.999618	1.00038	1.0015	0.01100726	2966.291	2244.473	2299.711	2446.088	2538.794	2322.065	2400.807	2329.746	2340.227	2378.991
1058	0	-331.2165	-192.2394	-138.977	739229.5	0.0628006	3054.037	0.0002927648	0.998522	0.999622	1.00038	1.00148	0.06539763	2958.721	2252.476	2276.257	2454.403	2531.918	2149.581	2397.465	2309.333	2290.485	2395.82
1059	1	-331.8899	-192.2394	-139.6505	320682.9	0.006744863	3064.201	0.0008356661	0.997756	0.999426	1.00057	1.00225	0.009847231	2953.338	2215.179	2298.931	2439.809	2541.367	2281.874	2395.755	2337.209	2335.441	2405.846
1060	0	-325.9574	-192.2394	-133.7179	889590.5	0.06487185	3001.641	0.0005447857	0.998653	0.999655	1.00034	1.00135	0.0636149	2969.949	2226.634	2268.066	2458.397	2542.117	2183.044	2394.762	2343.837	2347.392	2417.195
1061	1	-331.6011	-192.2394	-139.3616	596908.1	0.008893882	2989.144	0.0004593501	0.998355	0.999579	1.00042	1.00165	0.009426587	2956.199	2214.298	2263.365	2467.756	2531.088	2315.194	2396.752	2312.607	2304.126	2398.816
1062	0	-326.295	-192.2394	-134.0555	960749.8	0.06617769	3090.847	0.0002328019	0.998703	0.999668	1.00033	1.0013	0.06149264	2975.5	2257.802	2294.856	2441.884	2524.355	2179.361	2401.057	2266.118	2307.995	2411.28
1063	1	-333.0293	-192.0418	-140.9875	628708	0.0080415	3030.402	0.0008727385	0.998397	0.99959	1.00041	1.0016	0.009723869	2968.512	2231.991	2314.195	2441.446	2539.667	2271.646	2405.862	2269.425	2336.561	2422.34
1064	0	-325.7676	-192.2394	-133.5282	489649.7	0.06458514	2994.501	0.000564529	0.998184	0.999535	1.00046	1.00182	0.06211085	2965.448	2254.792	2293.968	2446.562	2520.319	2234.076	2406.143	2351.52	2309.37	2390.814
1065	1	-327.4351	-192.2465	-135.1886	16820.55	0.008107463	3085.969	0.0004041365	0.990216	0.99748	1.00249	1.00982	0.009462829	2962.023	2243.956	2301.897	2437.208	2514.133	2311.51	2398.414	2355.187	2344.608	2423.763
1066	0	-320.9921	-192.2368	-128.7553	675268.9	0.0629588	2981.368	0.0003366402	0.998454	0.999604	1.00039	1.00155	0.06121258	2974.17	2227.373	2347.338	2452.417	2520.952	2148.138	2401.709	2286.012	2294.63	2402.48
1067	1	-327.6426	-192.2394	-135.4032	82854.88	0.009722181	3083.009	0.0004422404	0.995588	0.998869	1.00112	1.00442	0.01049067	2979.085	2243.155	2336.093	2432.873	2534.517	2198.393	2408.356	2306.848	2331.948	2416.847
1068	0	-336.5388	-192.2394	-144.2994	33535.08	0.0706162	2996.242	0.0003078492	0.993067	0.998219	1.00176	1.00695	0.06588785	2975.501	2254.745	2283.568	2457.215	2508.442	2135.03	2403.9	2352.413	2307.918	2375.562
1069	1	-336.4972	-192.2394	-144.2578	851641.9	0.01147313	3097.537	0.0003740676	0.998623	0.999648	1.00035	1.00138	0.01069067	2969.207	2223.966	2328.558	2464.853	2525.196	2170.986	2407.048	2324.009	2326.948	2377.464
1070	0	-331.3619	-192.2394	-139.1225	496655.8	0.06070328	3000.221	0.0005374366	0.998197	0.999539	1.00046	1.0018	0.06525872	2950.188	2228.325	2280.09	2437.614	2524.041	2129.659	2409.002	2351.269	2297.984	2414.144
1071	1	-337.3128	-192.2394	-145.0734	876142	0.01207399	3059.589	0.0004874501	0.998642	0.999653	1.00035	1.00136	0.01087926	2956.917	2223.469	2280.456	2471.477	2530.034	2298.515	2402.113	2253.958	2288.325	2418.913
1072	0	-329.7684	-192.2394	-137.5289	44545.98	0.05924708	3024.459	0.0001629906	0.993984	0.998455	1.00153	1.00603	0.05931346	2975.483	2232.972	2342.747	2434.219	2505.75	2294.132	2405.798	2342.681	2320.931	2415.839
1073	1	-324.2547	-192.2374	-132.0173	23431.27	0.01109596	3052.556	0.0004142874	0.991708	0.997867	1.00211	1.00832	0.01186026	2965.718	2222.395	2315.322	2442.894	2517.881	2305.705	2403.68	2313.023	2281.927	2383.585
1074	0	-334.4937	-192.2394	-142.2542	803251.5	0.06603788	3066.949	0.0003233372	0.998582	0.999637	1.00036	1.00142	0.06450268	2979.741	2225.482	2342.445	2440.124	2526.597	2313.155	2394.118	2365.923	2315.55	2416.186
1075	1	-317.7638	-192.2394	-125.5244	279720.2	0.01470642	3028.961	0.000767622	0.997598	0.999385	1.00061	1.0024	0.01139651	2961.143	2213.488	2277.11	2456.902	2524.772	2284.967	2405.571	2346.921	2310.533	2419.402
1076	0	-330.6544	-192.2394	-138.415	297839	0.06022109	3013.717	0.0002312745	0.997672	0.999404	1.00059	1.00233	0.06206835	2977.752	2222.266	2267.659	2473.049	2531.017	2309.514	2391.35	2361.963	2325.046	2387.897
1077	1	-328.5152	-192.2394	-136.2757	276575.7	0.01310248	3069.986	0.0009480938	0.997584	0.999382	1.00062	1.00242	0.01280752	2951.42	2231.423	2308.242	2443.361	2543.943	2274.484	2408.488	2305.184	2345.84	2404.808
1078	0	-328.1988	-192.2395	-135.9593	841728.1	0.06568705	3011.997	0.000284719	0.998615	0.999646	1.00035	1.00139	0.0614125	2975.44	2236.175	2266.379	2473.64	2514.88	2169.248	2390.704	2362.143	2320.3	2408.639
1079	1	-318.8173	-192.2396	-126.5777	316801.4	0.01239561	3029.743	0.0008055805	0.997743	0.999422	1.00058	1.00226	0.01242614	2970.865	2211.58	2343.051	2448.538	2519.182	2324.63	2392.72	2275.812	2252.615	2408.445
1080	0	-335.2437	-192.2394	-143.0042	403627	0.05928147	3000.513	0.0001640688	0.998	0.999488	1.00051	1.002	0.0635156	2964.144	2224.94	2329.828	2466.018	2519.007	2195.856	2401.488	2312.738	2316.457	2424.992
1081	1	-321.3561	-192.2394	-129.1167	296892.2	0.01213544	2994.385	0.0004447509	0.997668	0.999403	1.00059	1.00233	0.01368297	2957.339	2271.025	2341.833	2466.75	2516.421	2170.9	2394.173	2306.328	2285.955	2388.001
1082	0	-326.9038	-192.2394	-134.6643	12024.27	0.0657288	3014.729	0.000386045	0.988432	0.997016	1.00294	1.01162	0.06477563	2978.421	2228.943	2343.107	2440.617	2542.003	2300.399	2400.142	2279.501	2338.068	2386.714
1083	1	-327.0928	-192.2448	-134.848	96779.66	0.01260861	3037.597	0.0007680083	0.995917	0.998953	1.00104	1.00409	0.01338855	2963.779	2214.864	2266.783	2435.151	2517.134	2134.2	2402.354	2277.746	2299.845	2375.628
1084	0	-329.9062	-192.2395	-137.6668	506372.8	0.06589531	3035.131	0.0003666827	0.998214	0.999543	1.00046	1.00179	0.06767731	2972.728	2254.665	2310.324	2469.232	2533.226	2132.507	2391.664	2339.912	2305.188	2382.74
1085	1	-323.0259	-192.2394	-130.7865	121013.1	0.01329542	3020.425	0.0005148906	0.996348	0.999064	1.00093	1.00366	0.0133449	2959.673	2218.733	2305.101	2449.024	2517.176	2322.931	2397.524	2260.054	2295.109	2376.44
1086	0	-327.0978	-192.2394	-134.8584	876034.2	0.06728204	3025.878	0.000236969	0.998642	0.999653	1.00035	1.00136	0.0674516	2955.753	2260.177	2349.886	2434.578	2532.731	2132.507	2402.311	2258.309	2323.695	2386.257
1087	1	-323.4516	-192.2394	-131.2122	555133.9	0.01337835	2996.171	0.0005229315	0.998295	0.999564	1.00044	1.00171	0.01304322	2970.766	2273.048	2329.363	2459.893	2506.97	2166.446	2393.926	2367.616	2284.146	2403.564
1088	0	-332.5155	-192.2394	-140.2761	818515.7	0.05967368	3004.503	0.0002426064	0.998595	0.999641	1.00036	1.00141	0.06026705	2958.226	2260.054	2345.235	2468.486	2532.041	2147.655	2406.4	2288.267	2291.384	2413.785
1089	1	-318.8992	-192.2394	-126.6598	526572.8	0.01497205	3050.358	0.0003982656	0.998249	0.999552	1.00045	1.00175	0.01387638	2972.235	2274.795	2318.914	2445.355	2542.395	2148.01	2398.845	2298.457	2302.455	2420.614
1090	0	-332.7056	-192.2394	-140.4661	775925.2	0.06003305	3053.648	0.0001678917	0.998557	0.999631	1.00037	1.00144	0.05971804	2979.992	2233.617	2250.33	2446.468	2525.707	2290.846	2400.968	2327.995	2327.374	2395.1
1091	1	-326.2024	-192.2394	-133.9629	528465.3	0.01743689	3059.333	0.0005882692	0.998252	0.999553	1.00045	1.00175	0.01560674	2950.353	2240.859	2344.466	2471.32	2525.434	2142.077	2398.357	2260.808	2347.053	2393.781
1092	0	-328.9614	-192.2394	-136.722	442708.2	0.06452262	3042.617	0.0004257825	0.99809	0.999511	1.00049	1.00191	0.06472875	2960.159	2252.498	2324.259	2452.712	2500.652	2265.653	2397.972	2357.787	2332.767	2419.825
1093	1	-318.0465	-192.2394	-125.8071	551213.3	0.01768881	3026.901	0.0004625893	0.998288	0.999562	1.00044	1.00171	0.01925502	2963.187	2215.778	2264.892	2472.099	2539.078	2164.958	2396.473	2310.222	2274.056	2375.654
1094	0	-326.1012	-192.2394	-133.8617	341511.7	0.0591944	3022.844	0.0005393882	0.997826	0.999444	1.00055	1.00218	0.06121056	2961.781	2211.498	2314.896	2434.072	2521.888	2280.891	2409.225	2290.844	2345.284	2414.194
